content,sentimen
Sangat membantu dan memudah kan untuk semua keprluan,2
"Gagal premium terus, pdhl udah bner syarat2nya 👎",1
sangat memudahkan,2
Masalah saya terkait top up sudah diselesaikan,1
Tanpa ribet urusan keuangan lancar,2
JANGANN PERNAH NGEINSTAL APK DANA !! LU BAKALAN NYESEL SEUMUR HIDUP. UANG GUA GA BALIK BALIK,1
Aplikasi dana parah sih menurut aku laporab aja udah 3 hari belom ada jawaban ga di respon malah suru chat sama bot yg ga jelas kasih wa dong wa khusus dana biar enak kalo orang lain laporan,0
koo ngak bisa di upgrade ya dana ku,1
sangat puas pakai DANA,2
Pelayanan bantuannya kurang jelas gak ada hasil yang kita tanyakan pertaanyaan di ulang masalah tdk diselesaikan,0
puas laa,2
Keberadaan dompet digital dana sangat membantu sekali Thank you dana,2
Not good parahhh,0
"masih pemula, nanti kalo betul"" bagus aku tambai bintangnya",2
bagus banget,2
Saya sangat senang pakek Dana.karna sangat membantu sekali disaat saya mebutuhkan transaksi mendadak. 🤗🤗🤗🤗,2
aplikasi nya bagus.saya puas.memakainya.,2
Knpa tidak bisa login kedana,0
Saldo keluar tapi ga kembali padahal transaksi gagal di minta in bukti ga di kasih,1
mempermudah segalanya. bagus banget untuk transaksinya,2
"Belanja jadi lebih mudah tanpa ribet,tampamkawatir bawa uang cash kemana mana.",2
Saldo hilang tanpa respon. Sangat aneh dengan transaksi tidak jelas. Kecewa berat sama kemanan aplikasi dana ini.,0
baik sekali,2
Alhamdulillah dengan adanya akun DANA ini mudah dan ngampang transfer Dan isi pulsa,2
"lama lama aplikasi ini menyusahkn,,",0
👍👍,2
"susah mau transfer, karena harus upgrade ke dana premium",0
"lebih ditingkatkan lagi pelayanannya ya.. jangan cepat puas, hasil kerja sudah terlihat , kami terbantu.. terima kasiih ^^",2
lancar,2
Saya udh 4 THN TPI blom. Ada menu playlater,1
uang tiba tiba hilang dana aneh,0
Kenapa Tdk bisa masuk,0
bagus banget,2
"bagus,baru berapa x pakai apl dana,👍👍✊",2
Kacau selalu memperbarui terus,1
kok saya isi pulsa blm masuk ya,0
keren,2
ok,0
"oke, , sip",0
Semua bisa di dana,1
mantap euy,2
Mantap,2
saat baik,2
Sangan bagus sekali,2
"Gimana caranya masuk kalo no telpon udah ngga aktif.? Tadinya bisa, sekarang ngga padahal udah premium",0
"Mudah di bobol,akun saya di bobol 8 juta",0
dana sering ngabisin saldo saya tanpa pemberitahuan sebelumnya... sering terjadi transaksi sepihak,0
Sangat puas dan sangat membantu,2
"Mohon bantuannya, pin akun dana saya sudah lupa dan nomor untuk konfirmasi kode otp sudah hilang. Saya sudah menghubungi pihak dana tapi tidak ada tindak lanjutnya sama sekali👎👎👎",1
Sangat¹ buruk gak bisa masuk ini,0
saya senang menggunakan aplikasi dana dan aplikasi dana sangat membatu saya,2
terimakasih,2
sangat membantu,2
bagus,2
mantap 👍,2
"Perbaiki aplikasi bodoh ini,saya sedang daftar dan saya sedang memasukkan pin baru, aplikasi ini terus saja mengeluarkan kata kata ""must not be null"" padahal saya tidak memasukkan angka nol,Bodoh",0
mantap,2
Bagus,2
Tolong tanggung jawabnya dana saya 4 kali bayar otomatis dan saldo dana saya terpotong tanpa ada verifikasi sedangkan saya tidak berlangganan apapun. Cara balikin saldo dana saya gimana?? (Asisten digital DANA sama sekali tidak membantu sangat sangat mengecewakan pelayanan anda).,0
Dana top,2
Apk terhapus ingin download ulang tidak bisa baru saya ada saldo di dalamnya tolong di bantu solusisanya,1
sangat puas dan sangat terbantu dengan adanya dana ini.sukses selalu,2
Bikin upgred lagi di atas premium,2
good job dana aku puas terimakasih,2
"Apaan sih Akun Di Proteksi Padahal Ga Ada apa2 , Mau Hubungin Csnya Susahnya Bukan Main , Disuruh Chat Cs Sedangkan Login Aja Gabisa , Ujung2nya Mau Ga Mau Lewat Email , Tapi Slow Respon Pengerjaannya",0
mantaff,2
Bagaimana ni mau lihat tf dana kok lambat Banget,0
"Update review 3 Jan 2024: Kalian serius nurunin hadiah login harian yang dulunya seminggu bisa dapet IDR 1000++ jadi IDR 250 doang?! Widihh gila anjirr, padahal gua selalu rutin tuh kumpulin, mayan buat receh2. Sekarang jadi sia2 kalo ngumpulin. Aplikasi kalian sejauh ini udah mayan lah beberapa update ini. Belom ada kendala juga. Fitur Flip a Card juga ilang2an, hadehhhh. Gua belum mau naikin ⭐ karena ada aja yang mengecewakan. Gua akan balik lagi dengan fakta yang tidak mencengangkan!",0
"makin buruk , sering lenyap 100 di dana",0
keren,2
"Aplikasi bobrok, kinerjanya lambat dan banyak merugikan untuk bertransaksi.",0
"Percuma gak bisa transfer, padahal udah di verifikasi",1
Susah amat mau verifikasi,0
"Ada apa dengan DANA ? Knpa tidak bisa di buka ? Padahal apk ini paling top ,tranfer cepat ke mana aja . .",0
amanah,2
mantap,2
pratiss jugaa,0
bagus,2
baik,2
okeh,0
siiip,0
👍👍,2
bagus,2
bagus,2
Mantap,2
sangat membantu,2
mantap,2
saya sangat puas.,2
good,0
saya masih pengguna baru,1
bagus banget mempermudah teransaksi,2
"Tolong kepda cutomer car dana klo transfer jgn pake fripikasi muka,,bahaya klo lgi di di jalan atu lgi tdur",1
Uang sering nyangkut pas top up,2
baikkk..,2
Login nya cukuplah lama min tolong di perbaiki,0
bagus banget,2
mantap,2
Saya sangat merasa puas dengan Dana,2
Akun dana saya di blokir entah apa salah saya. Tidak bisa di pake kemana saya harus minta bantu supaya bisa aktifkan kembali. Tolong,0
"Beli token listrik tapi gak masuk-masuk, padahal saldo sudah terpotong",0
baik,2
mantap,2
"Parah ga aman nyimpen duit disini baru aja w kehilangan duit tiba"" dana w ke logout trus password juga tiba"" ke ganti,pas udah bisa kebuka lagi saldo di dana w ludes tinggal 11 perak padahal ada saldo 700k 🤦",0
Sangat membantu utk keamanan dan layanan patut di tingkatkan,2
Gabisa dibuka,1
"Awal pakai aman-aman saja, tapi makin lama sistemnya bermasalah, uang yang dikirim sering tertahan dan sering gagal...",0
lumayan,2
Dana payah masa A+ reward nya gak fungsi lagi tertulis abnormal situ gak normal lol,0
memudahkan kerjaan..mantaplah,2
kga bisa login kenapa ini woy,0
sangat membantu,2
Tambah saldo,2
mantap,2
Mantap,2
bagus,2
Mantulll,2
"DANA KOONTTOOLLL , KOK GAK BISA MASUK MASUK DARI TADI PEPEEEEEK",1
Dana makin kesisini makan kacau gua transfer blm di prosess jugaa,0
ok,0
Aplikasi bagus bisa simpen uang,2
mantaaaaaaaap,2
Dana makin gak jelas isi pulsa suka gak masuk,0
Tolong perbaiki QR yang sering ngebuk,0
👍👍👍👍👍👍👍👍👍 ManTaaaP....👍👍👍,2
sangat puass,2
mantap,2
ok,0
Bagus,2
"SEMENJAK DI UPDATE , DANA HARUS MEMASUKAN KODE OTP , SEDANGKAN NO DANA YANG SAYA PAKE SUDAH TIDAK AKTIF ,,JADI INI GIMANA CARA MASUKNYA SUSAH !!!!",1
Saya tdak tau dn tdk memahami tentang D A N A . DAN Juga saya pernah tertipu 3 kali dg orang yg tdk bertanggung.jawab dg meng gunakan Jasa D A N A sebagai .jalan yg nakal saya jd Ilfil kalo ada yg manyuruh kirim ke DANA .,0
Ok,2
mantap,2
susah transfer,0
sangat membantu,2
aplikasi dana sangat mudah dan bijaksana tanpa potongan. sukses aplikasi dana,2
top,2
mantap,2
puass,2
kenapa dana eror baru kali ini saya topup tidak masuk padahal setruk bukti topup berhasil udah dua hari ga di asese payah nih,0
ok,0
sangat baik,2
Dana busuk tidak aman lebih baik pakai gopay,0
mantap jadi ga ribet,2
Apk cacat otp lewat SMS Mulu Jing lewat wa kek mana kartu gua dh mati anj cacat,0
sangat membantu,2
ok,0
"Makin kesini Dana pelit dgn fitur gratis mengirimkan uang dgn nominal berapa saja. Padahal dulu semenjak make dana tidak ada biya² apapun bahkan semua gratis. Padahal makin banyak pake dana makin bagus retingnya dan di kenal di mana"" ini malah makin mahal",0
sangat cepat prosesnya,2
mantappp,2
ok,0
Sangant luar biasa,0
Mantap,2
saya sangat puas menggunakan ny,2
Baik,2
sementara ini baik dan aman,2
Bagus,2
Ok,2
bagus,2
mantap,2
Aplikasi tidak bisa dibuka sama sekali padahal baru download,0
Bagus sekali,2
mantap apk nya,2
Ga bisa bikin akun,1
dana tidak bisa dibuka muncul pemberitahuan bahwa hp di root. padahal saya tidak pernah melakukan itu,1
Mantaf,2
saya sangat puas,2
"udah top up tapi sistem sibuk terus , saldo atm udah kepotong dan saldo dana Rp.0 alias tidak masuk , sebelum diperbaharui maupun sesudah diperbaharui sama saja sistem masih sibuk!!!",0
"Ke amanan nya GX bagus, masa setiap saya top up saldo saya selalu hilang, setelah di cek di transaksi di ambil sama google, padahal saya GX ada langganan di google atau GX punya pembayaran apapun.",2
tidak bisa kirim pulsa lengkap,0
saldo k.potong sendiirii padahal ak gak transaksi saldo miinta d.kembaliikan,1
bagus,2
Aplikasi yg awalnya saya Kiara dpt menjaga transaksi yang berbaha rupanya tidak aman juga. saldo dapat berkurang dan saya hubungin Google play. Tidak ada langganan dan transaksi. Tapi saldo hilang ber kali kali..,0
lebih ditingkatkan lagi bonus untuk para pengguna,0
akun dana,0
wooww mantap,2
Aplikasi nya bgus Transfer cepat Penarikan Cepat saya suka🙏,2
Banyak keluhan dari apk ini dari pengisian pulsa&data kebanyakan gak masuk.....,0
jos,0
Sangat membantu,2
Eror uy,0
ok makasih dana,0
Good,2
bagus banget Aplikasi nya,2
"Aplikasinya makin kesini makin buruk, aplikasi sering ngebug😡",0
"NYESEL!!!!!!!!! Masakkkk saya ga bisaa upgrad premium !!!!!! UANG SAYA NYANGKUT WOYYY DISURUH TUNGGU 3-5 HARI MAU PAKAI DANA BIAR CEPET INI 3 - 5HARI MENDING SAYA ANTERIN AJA LANGSUNG UANGNYA KE ORANGNYA ... RIBET BANGET !!!!! PERSYARATAN UDAH SEMUA TAPI MALAH KEK GINI !!!!! NYESEL SAYA PAKE DANA!!! UANG SAYA GA BISA DIAPA"" IN .. UDAH TERLANJUR TOP UP TPI GAK BISA DIPAKEK!",1
good,0
Oky,0
manteplah,2
akun dana saya kok g ada dana cicilnya ya🥺,0
saya ter bantu biyaya untuk belajar,2
Sangat mantap apknya dapat mempermudah semua urusan.terimakasi Dana,2
👍👍👍,1
mantap,2
Gabiaa buat bayar selalu order gagal sangat menyebalkan tch,0
Bagus sih,2
"saya beli kuota lewat dana sebesar 30k,transaksi berhasil,tapi kuota kok engga masuk? ini tolong diperbaiki/kembalikan uang saya,ini saya ngumpulin uang jauh²hari sebagai seorang pelajar 30k itu nominal yang besar menurut saya tolong diperbaiki lagi,kembalikan saldo saya",0
manntp!!!!!,2
Perbaiki kendala jaringan,1
Tolong dong dari pihak tim apk dana kenapa sulit untuk mendapat kan kode otp nomor aktif sedangkan di dalam apk dana tersebut ada saldo nya haduh bantu dong solusinya apk dana semakin berkembang semakin SULIT!!!!!!!!,0
"Sanggat membantu transaksi menjadi lebih mudah, recomended deh",2
Mantap sudah bisa login lagi,1
Mantap,2
ok sangat membantu,2
ok,0
sangat baik,2
xpak,2
Tolonglah diperbaiki aplikasinya.akun sy sudah premium tp makin tidak memuaskan.parahhhhhhhhhhhhhh.saya tidak pernah menggunakan pin tetapi ketika saya buka aplikasi kenapa saya disuruh memasukkan pin???ketika saya mau transfer ke bank malah muncul pemberitahuan kalau saya sering melakukan cek haduhhhh makin parah aja nih.semakin banyak komentar buruk tentang aplikasi dana.coba di perbaikilah jangan buat pengguna kecewa,0
Nice,2
🥰🥰🤝,1
Ini bagus sekli,2
Mantap,2
♥️,1
sangat memuaskan,2
ok,0
"Terimakasih dana.,sangat membatu banget Pokoknya dana emang top...i love you dana😘😘😘😘",2
"Dana doang emang yang kalo ngurus via email lama banget tanggapan nya, udah seminggu gaada respon. Dari aplikasi dana cuma di tanggepin ama robot",0
Bagus banget,2
APLIKASI MALING BGST,1
respon cepat,2
sangat mudah di mengerti,2
OK,2
Good very nice,1
ok banget,0
Top,2
"Aplikasi payah. Banyak verif² yg menurut saya Gk jelas, bila saat² diperlukan oleh (konsumen baru) dlm keadaan darurat. Payah dan kecewa, opini yg sya rasakan stlh menggunakan aplikasi ini",0
manta,2
Orang baru,0
aplikasi maling,0
Lumayan,2
bagus,2
sngat bgusss,0
sangat membantu,2
Apk bgus tapi tolong keamanan dana ini soalnx rawan hack,1
saldo saya sering di hek orang bagai mana pengaman buat apk dana,1
"semoga makin sukses dn tetap bertahan,teruss tingkatkan aplikasinya tuk kemajuan teknologi....",2
keren,2
sangat membantu utk transaksi,2
"oke,gx pke fibet",0
Kok gak bisa dana nya,0
sangat baik,2
memuaskan,2
"Saldo terpotong sendiri oleh google, padahal tidak ada berlangganan di google. Disuruh laporan ke google, kalau itu gak usah di tanya lagi udah di lapor. Tapi tetap aja dipotong. Gak jelas dana.",0
Ko bisa sih saldo nya bisa di sembunyikan jadi ga bisa liat notifikasi saldo yang masuk kalau di sembunyikan,0
sangat membantu,2
Alhamdulillaah sudah normal lagi dana. Bintang nya kembali 5.,1
Ok bgs,0
𝙼𝚎𝚖𝚋𝚊𝚗𝚝𝚞,1
Rudet aingmah t bisa log in,1
Belum bisa ngasih bintang full karna belum caer,1
oke.cepat,2
Kemanan sih udah bagus. Batas tf gratis perbulan juga ok. Tidak memungut biaya pula. Terimakasih DANA,2
Sekarang Aplikasi Dana Sering Eror Nyuruh Update Dan Pemulihan Mohon Di Tinjau Dan Di Perbaiki Syitem Nya Dong,1
pendaftaran awalnya agak ribet.. harus foto KTP lah & harus foto KK . kalau itu memang persyaratannya gppa sih.. yg penting bisa menjaga privasi. karena dokumentasi paling penting.,0
Sangat memuaskan pelanggan,2
bagus banget ini aplikasi. mantap banget. rekomendasi banget lah...,2
mantap,2
sangat bagus,2
"Bintang 4 dulu ya min, kalau upgrade ke premium sekali lagi gagal, saya kasih bintang NOL... Makin kesini makin ngeselin, masa fitur kirim uang ngga bs lagi skrg kudu di upgrade ke premium tp gagal terus",0
Senang jg main gim bs terhibur di saat jenuh,2
aplikasiya sangattt bagus dan mempermudah dalm sgala hal keperluan apapun dlm khidepan sehari👍👍👍,2
apk nya bagus berguna,2
sangat membantu sekali,2
Pengiriman makin lama dan bisa kena hack.... Malah makin buruk skarang tolong di perbaiki lagi,0
terimakasih dana sangat membantu,2
bagus,2
lumayan,2
Puas,2
nice,0
saldo aku kok habiis,0
dana sangat berguna,2
Dana Luar Biasa Pelayananya Top 1,2
nice,0
mantappppppp bossss👍👍👍👍,0
Saya tidak bisa verivikasi data untuk buka premium keterangan ktp sudah digunakan dan nomor sudah lama hilang dan saya mau ubah ke nomor baru malah gak bisa disuruh nunggu gak ada kepastian,0
"JANGAN PERNAH PAKAI APK INI, SANGAT MUDAH DI BOBOL, MINIM SYSTEM KEAMANANNYA !!!!",1
Tolong lah gw transaksi pake ni aplikasi kok stuck logo mulu. Gw kerja hey kerja tolong dong ya pihak aplikasi. Hilang kesabaran gw tau ga,0
sejauh ini aman,2
Sangat membantu,2
sering keluar sendiri tiba2,2
jos,0
"Jelek bgt tiba² uang gua berkurang 250 tnpa membeli apapun, tolong dong pihak dana atasi masalah kurangnya secara tiba² uang dengan alasan transaksi yang sama sekali saya tidak melakukan",0
woke gas,1
mantap mempermudah aktivitas sehari-hari,2
Ok,2
Sangat bagus,2
okey,0
"Dana gmn si ini g bisa di pake, pemberitahuan nya hp di root. Padahal blm di root. Tolong dong",0
bagus bagus ajasi,2
Bagus,2
lierr teing kdu kmha cara,2
terima kasih,2
mudah dan bagus pelayanan nya..,2
ok mantap mmbabtu,2
top,2
Dana terpercaya,2
Oke,0
"Nggak bisa masuk dana, mohon bantuannya",1
Kenapa saya tidak bisa masuk padahal jaringan saya bagus kok,0
wow,0
lumayan,2
Sya tidak merasa membeli kok saldo dana sya hilang ..di cek riwayat..pembelian tik tok..apa mksud ny tolong kembalikan uang sya...mohon arahan nya agar uang sya kembali,1
ok,0
good,0
ok,0
ok sekali,0
aplikasi paling bagus,2
Saya,2
Mau buat akun premium gagal terus,0
sangat membantu,2
"benci bener gua sama dana skrg. udah sering ngelag, tf kudu verif muka parahnya lagi buat qr ribet bener heran. ke logout kemarin nomernya mati beuhh ditanganin nya lama bener😭😭😭",0
bgos,0
ada DANA memudahkan segalanya...,2
"sangat2 buruk,uang nya pada hilang ntah siapanyg ambil padahal tdak ada penarikan,ko bisa di bobol dan padahal tdk menerima otp ataubpun wa dan sms dari manapun.",0
ok,0
good,0
"Sekelas Dana ko bisa sampe ke bobol sama oknum2 yang TDK bertanggung jawab sampe saldo dana saya d kuras habis , jelek ke amanan aplikasi ny",0
Kok aplikasinya gk bsa di buka ya..,1
baik cepat,2
lama loadingnya,2
good,0
Apk ini bagus tapi pake prem🤭,0
oke,2
Ok,2
sangat membantu,2
mantap sangat membantun,2
sangat mendukung sekali,2
Aplikasi yang baik,2
"Gimana si dana nih, cuma mau isi token sama pulsa aja ga bisa malah loading mulu, wifi bagus sinyal hp juga bagus, emang yang jelek tu apk dananya, udah 2 hari ga bisa dipake buat apa apa, cuma mau login apk aja lamanya minta ampun, tolong dong dibenerin jangan trouble trouble mulu",0
"Aplikasi Curang, suka tanyangin yang gk dibutuhkan ketika transasi. Giliran di komplain gk bisa. Curang banget.",0
pelayanan memuaskan,2
"sangat bermanfaat,pengganti uang saku",2
Kenapa akun saya di proteksi trus .dan susah login id,0
"Saran saya jgn pke dana,,saldo gw ilang Muluu.udh lapor ke pihak dana sama aja gak membantu sama sekali",0
Denga aplikasi Dana semua transaksi jadi lancar,2
Bagus dan terbaik pokoknya,2
oke,2
Bagus,2
"Ngirim uang 8,9 malah gak masukk aneh banget,pdhal saldo bank udah kepotong",0
Tolong sayaaá,0
sangat memuaskan,2
mantap,2
Di situasi tertentu dana sangat membantu,2
Baik,2
bintang 5,2
Coba dulu,0
selama ini masih good,2
sangat membantu,2
beli paketan udh dipotong juga danaku tp ga masuk!,0
penggunaan sangat simpel,2
mantap,2
sangat membantu,2
bagus,2
dari tad sorei dana sya gak bisa digunakan payah,0
ribet,0
yg terbaik,2
"Saya punya saran sedikt untuk DANA,,,,coba pakai live chat,,biar kita yg ada kendala/ada masalah bisa cepat respon nya,,,,,",1
